SIMULATION_NUMBER,TAG_COUNT,COLLISION_SLOTS,EMPTY_SLOTS,SENT_BITS,SIMULATION_TIME,TOTAL_SLOTS
44,200,284,85,126208,0.01595163345336914,569
45,200,280,81,127040,0.01599597930908203,561
46,200,301,102,128576,0.016964197158813477,603
47,200,275,76,126976,0.014967203140258789,551
48,200,313,114,132736,0.01795029640197754,627
49,200,293,94,127680,0.016957521438598633,587
50,200,271,72,125376,0.015957117080688477,543
51,200,292,93,127936,0.015956640243530273,585
52,200,304,105,129856,0.01795220375061035,609
53,200,289,90,128448,0.016954421997070312,579
54,200,286,87,126528,0.016886234283447266,573
55,200,282,83,126592,0.0169522762298584,565
56,200,298,99,129536,0.016956806182861328,597
57,200,273,74,125696,0.017913103103637695,547
58,200,263,64,124480,0.01496434211730957,527
59,200,271,72,126464,0.015957117080688477,543
60,200,283,84,126336,0.019984960556030273,567
61,200,282,83,126400,0.016953468322753906,565
62,200,288,89,128192,0.015944719314575195,577
63,200,294,95,127552,0.016952991485595703,589
64,200,288,89,126784,0.016955137252807617,577
65,200,298,99,128960,0.026887893676757812,597
66,200,297,98,129984,0.01795196533203125,595
67,200,301,102,129600,0.01795172691345215,603
68,200,270,71,124800,0.016954660415649414,541
69,200,273,74,126528,0.021900177001953125,547
70,200,292,93,128768,0.016959428787231445,585
71,200,298,99,129216,0.01699972152709961,597
72,200,280,81,126208,0.015941381454467773,561
73,200,292,93,128512,0.016964197158813477,585
74,200,276,77,126400,0.015950679779052734,553
75,200,279,80,126784,0.015968799591064453,559
76,200,283,84,127168,0.01700115203857422,567
77,200,308,109,130048,0.017993450164794922,617
78,200,272,73,126720,0.015959739685058594,545
79,200,300,101,130752,0.016913652420043945,601
80,200,280,81,127104,0.01595783233642578,561
81,200,281,82,126016,0.01694035530090332,563
82,200,283,84,128192,0.016995668411254883,567
83,200,286,87,126848,0.01699662208557129,573
84,200,275,76,126272,0.01789546012878418,551
85,200,294,95,128064,0.015956878662109375,589
86,200,285,86,126784,0.01595759391784668,571
87,200,266,67,124288,0.01599717140197754,533
88,200,275,76,125696,0.015998125076293945,551
89,200,274,75,124480,0.01495814323425293,549
90,200,299,100,129088,0.017991065979003906,599
91,200,298,99,129024,0.016954898834228516,597
92,200,290,91,127680,0.019945383071899414,581
93,200,309,110,131584,0.01795172691345215,619
94,200,297,98,128768,0.016955137252807617,595
95,200,299,100,129216,0.01894831657409668,599
96,200,282,83,126848,0.016940832138061523,565
97,200,301,102,129664,0.018950462341308594,603
98,200,258,59,123968,0.016956806182861328,517
99,200,275,76,126400,0.02190423011779785,551
100,200,312,113,130880,0.019949674606323242,625
1,300,405,106,198400,0.03786325454711914,811
2,300,423,124,200960,0.03889107704162598,847
3,300,444,145,205504,0.039893388748168945,889
4,300,426,127,201792,0.03988766670227051,853
5,300,445,146,204544,0.041887760162353516,891
6,300,451,152,204608,0.040850162506103516,903
7,300,422,123,200320,0.03694486618041992,845
8,300,424,125,203392,0.03885316848754883,849
9,300,447,148,204352,0.041887760162353516,895
10,300,451,152,204864,0.03885483741760254,903
11,300,424,125,201984,0.037860870361328125,849
12,300,431,132,203392,0.036900997161865234,863
13,300,457,158,205056,0.038895368576049805,915
14,300,457,158,204544,0.0388948917388916,915
15,300,432,133,202432,0.03788924217224121,865
16,300,449,150,204800,0.03989005088806152,899
17,300,437,138,203648,0.03889608383178711,875
18,300,442,143,203200,0.06083965301513672,885
19,300,421,122,200640,0.08573317527770996,843
20,300,425,126,201024,0.08276081085205078,851
21,300,440,141,204032,0.09674715995788574,881
22,300,448,149,204160,0.09773707389831543,897
23,300,427,128,202752,0.08272957801818848,855
24,300,442,143,202624,0.08381175994873047,885
25,300,445,146,203776,0.03789925575256348,891
26,300,438,139,203520,0.03789639472961426,877
27,300,441,142,201984,0.0468747615814209,883
28,300,425,126,201664,0.047872066497802734,851
29,300,395,96,198976,0.035904884338378906,791
30,300,424,125,202240,0.03690195083618164,849
31,300,434,135,203968,0.03690075874328613,869
32,300,430,131,202624,0.03695535659790039,861
33,300,422,123,200832,0.04587411880493164,845
34,300,444,145,205824,0.04284191131591797,889
35,300,447,148,205696,0.03789854049682617,895
36,300,426,127,201088,0.0359036922454834,853
37,300,451,152,204224,0.03789830207824707,903
38,300,417,118,200128,0.03490638732910156,835
39,300,433,134,203392,0.036901235580444336,867
40,300,423,124,202176,0.0359039306640625,847
41,300,391,92,197376,0.03291177749633789,783
42,300,421,122,203392,0.0359036922454834,843
43,300,451,152,204864,0.03789830207824707,903
44,300,443,144,203968,0.03789830207824707,887
45,300,425,126,201280,0.036900997161865234,851
46,300,429,130,202432,0.036901235580444336,859
47,300,443,144,204224,0.03789854049682617,887
48,300,428,129,202560,0.036901235580444336,857
49,300,449,150,203776,0.03789877891540527,899
50,300,444,145,205376,0.03889656066894531,889
51,300,442,143,204032,0.03789877891540527,885
52,300,451,152,205440,0.03789877891540527,903
53,300,435,136,204736,0.036901235580444336,871
54,300,426,127,200448,0.0359036922454834,853
55,300,426,127,201856,0.03690171241760254,853
56,300,447,148,203840,0.038895606994628906,895
57,300,426,127,202176,0.036900997161865234,853
58,300,409,110,199360,0.03490638732910156,819
59,300,445,146,204672,0.03789830207824707,891
60,300,439,140,200704,0.03789806365966797,879
61,300,439,140,202432,0.03789877891540527,879
62,300,436,137,202112,0.037899017333984375,873
63,300,427,128,202368,0.03690075874328613,855
64,300,454,155,205696,0.038895606994628906,909
65,300,420,121,201664,0.0359036922454834,841
66,300,437,138,204480,0.036901235580444336,875
67,300,435,136,203392,0.07878947257995605,871
68,300,398,99,198208,0.07280516624450684,797
69,300,436,137,203456,0.07978606224060059,873
70,300,457,158,206784,0.08377575874328613,915
71,300,408,109,200640,0.0747992992401123,817
72,300,425,126,202944,0.07779145240783691,851
73,300,448,149,205888,0.08178091049194336,897
74,300,423,124,201920,0.07779192924499512,847
75,300,417,118,200768,0.07679438591003418,835
76,300,444,145,204992,0.08178067207336426,889
77,300,436,137,202496,0.07978630065917969,873
78,300,424,125,201344,0.07779145240783691,849
79,300,389,90,197824,0.07081007957458496,779
80,300,431,132,201920,0.07878899574279785,863
81,300,419,120,200896,0.03490638732910156,839
82,300,423,124,201728,0.0359034538269043,847
83,300,434,135,204416,0.03789925575256348,869
84,300,421,122,201536,0.0359036922454834,843
85,300,422,123,201664,0.035903215408325195,845
86,300,457,158,204928,0.03989410400390625,915
87,300,434,135,203776,0.03789973258972168,869
88,300,419,120,201088,0.03789710998535156,839
89,300,437,138,204032,0.036901235580444336,875
90,300,427,128,202176,0.03690195083618164,855
91,300,419,120,200448,0.035965681076049805,839
92,300,413,114,199040,0.03590035438537598,827
93,300,427,128,201536,0.03690147399902344,855
94,300,438,139,202752,0.03788638114929199,877
95,300,431,132,202624,0.03789496421813965,863
96,300,423,124,203008,0.03589487075805664,847
97,300,409,110,198272,0.034906864166259766,819
98,300,407,108,200448,0.034905433654785156,815
99,300,436,137,203712,0.03689146041870117,873
100,300,419,120,201920,0.035907745361328125,839
1,400,592,193,282624,0.06981253623962402,1185
2,400,570,171,279936,0.06581974029541016,1141
3,400,555,156,276544,0.06383609771728516,1111
4,400,606,207,285184,0.06981134414672852,1213
5,400,576,177,280896,0.06682467460632324,1153
6,400,585,186,281664,0.0677938461303711,1171
7,400,572,173,279488,0.06586074829101562,1145
8,400,548,149,276032,0.06382870674133301,1097
9,400,566,167,280960,0.06582403182983398,1133
10,400,590,191,281856,0.06781840324401855,1181
11,400,558,159,277312,0.06482648849487305,1117
12,400,559,160,280192,0.06482672691345215,1119
13,400,578,179,281152,0.06682085990905762,1157
14,400,559,160,278784,0.09973573684692383,1119
15,400,595,196,283456,0.14660859107971191,1191
16,400,590,191,281536,0.14561009407043457,1181
17,400,576,177,282112,0.14760494232177734,1153
18,400,568,169,279360,0.14461255073547363,1137
19,400,563,164,278912,0.13862872123718262,1127
20,400,592,193,282944,0.1466081142425537,1185
21,400,578,179,281472,0.14561033248901367,1157
22,400,557,158,279552,0.06682586669921875,1115
23,400,603,204,284672,0.06981539726257324,1207
24,400,563,164,280064,0.06482648849487305,1127
25,400,561,162,279296,0.06483697891235352,1123
26,400,576,177,281216,0.06582307815551758,1153
27,400,601,202,285056,0.06882166862487793,1203
28,400,539,140,276288,0.06283259391784668,1079
29,400,565,166,279616,0.06583070755004883,1131
30,400,607,208,286144,0.06980752944946289,1215
31,400,588,189,281664,0.06881833076477051,1177
32,400,551,152,278656,0.06482529640197754,1103
33,400,577,178,282240,0.06781840324401855,1155
34,400,578,179,280704,0.06782650947570801,1157
35,400,595,196,282816,0.06881237030029297,1191
36,400,551,152,278336,0.0638418197631836,1103
37,400,581,182,280256,0.06986188888549805,1163
38,400,587,188,283776,0.07080507278442383,1175
39,400,552,153,276800,0.06682109832763672,1105
40,400,588,189,283968,0.0718085765838623,1177
41,400,573,174,280704,0.07280564308166504,1147
42,400,555,156,278336,0.06881499290466309,1111
43,400,588,189,282112,0.07081031799316406,1177
44,400,572,173,280064,0.0688161849975586,1145
45,400,567,168,279488,0.06682109832763672,1135
46,400,563,164,280832,0.1376340389251709,1127
47,400,580,181,282048,0.15059757232666016,1161
48,400,577,178,282944,0.14561247825622559,1155
49,400,596,197,281792,0.14960336685180664,1193
50,400,611,212,285440,0.15062713623046875,1223
51,400,579,180,281088,0.1425795555114746,1159
52,400,559,160,278592,0.13863563537597656,1119
53,400,575,176,280000,0.14062023162841797,1151
54,400,575,176,281472,0.06681537628173828,1151
55,400,584,185,280512,0.0668187141418457,1169
56,400,564,165,280128,0.0658271312713623,1129
57,400,613,214,284608,0.07076764106750488,1227
58,400,565,166,279616,0.06582045555114746,1131
59,400,548,149,275520,0.06381607055664062,1097
60,400,590,191,281280,0.07280540466308594,1181
61,400,599,200,284416,0.06981277465820312,1199
62,400,579,180,281728,0.06682109832763672,1159
63,400,566,167,278656,0.06582403182983398,1133
64,400,568,169,279936,0.06582379341125488,1137
65,400,589,190,281920,0.06781888008117676,1179
66,400,544,145,277504,0.06283140182495117,1089
67,400,575,176,281856,0.0688161849975586,1151
68,400,553,154,277056,0.06482720375061035,1107
69,400,591,192,283456,0.06881546974182129,1183
70,400,611,212,284992,0.07081079483032227,1223
71,400,587,188,282560,0.06781816482543945,1175
72,400,569,170,279872,0.06582427024841309,1139
73,400,600,201,283904,0.0688161849975586,1201
74,400,606,207,284608,0.06981348991394043,1213
75,400,561,162,277952,0.06482648849487305,1123
76,400,571,172,278848,0.06582379341125488,1143
77,400,563,164,278592,0.06582379341125488,1127
78,400,582,183,282240,0.12267374992370605,1165
79,400,628,229,286272,0.15558385848999023,1257
80,400,574,175,280576,0.14162087440490723,1149
81,400,583,184,281600,0.1436159610748291,1167
82,400,562,163,278912,0.13862895965576172,1125
83,400,554,155,277504,0.13763213157653809,1109
84,400,597,198,283520,0.14760422706604004,1195
85,400,550,151,278592,0.1356372833251953,1101
86,400,593,194,284928,0.06781816482543945,1187
87,400,581,182,281792,0.06781816482543945,1163
88,400,571,172,278400,0.06682181358337402,1143
89,400,543,144,274496,0.06283187866210938,1087
90,400,540,141,275200,0.06283140182495117,1081
91,400,550,151,279104,0.06382942199707031,1101
92,400,572,173,280832,0.06582307815551758,1145
93,400,578,179,281664,0.06682109832763672,1157
94,400,584,185,282240,0.06781840324401855,1169
95,400,563,164,279808,0.06482672691345215,1127
96,400,561,162,278528,0.06482648849487305,1123
97,400,548,149,277184,0.06283164024353027,1097
98,400,569,170,281792,0.06582307815551758,1139
99,400,584,185,284800,0.06682085990905762,1169
100,400,591,192,282688,0.06881546974182129,1183
1,500,733,234,362368,0.10972476005554199,1467
2,500,679,180,356032,0.098724365234375,1359
3,500,718,219,361024,0.10372281074523926,1437
4,500,746,247,364352,0.10970616340637207,1493
5,500,678,179,356224,0.09873485565185547,1357
6,500,706,207,360000,0.10270071029663086,1413
7,500,728,229,361728,0.15259504318237305,1457
8,500,722,223,362496,0.22339224815368652,1445
9,500,710,211,362112,0.22141170501708984,1421
10,500,732,233,364416,0.22838830947875977,1465
11,500,741,242,362944,0.23038601875305176,1483
12,500,702,203,357504,0.16258478164672852,1405
13,500,755,256,368512,0.109710693359375,1511
14,500,752,253,366208,0.10970640182495117,1505
15,500,712,213,358592,0.10378289222717285,1425
16,500,716,217,363136,0.10470962524414062,1433
17,500,714,215,360320,0.10372281074523926,1429
18,500,706,207,362240,0.10272550582885742,1413
19,500,713,214,361088,0.10372209548950195,1427
20,500,708,209,357504,0.1027369499206543,1417
21,500,697,198,357632,0.10068297386169434,1395
22,500,742,243,366144,0.1077125072479248,1485
23,500,759,260,368000,0.11070370674133301,1519
24,500,712,213,360448,0.10374569892883301,1425
25,500,704,205,360256,0.10272717475891113,1409
26,500,707,208,360448,0.10370039939880371,1415
27,500,697,198,356992,0.10171842575073242,1395
28,500,728,229,363392,0.16556119918823242,1457
29,500,744,245,364096,0.2313823699951172,1489
30,500,690,191,357696,0.2134253978729248,1381
31,500,708,209,358336,0.22040247917175293,1417
32,500,739,240,365504,0.23138093948364258,1479
33,500,752,253,363776,0.16657328605651855,1505
34,500,717,218,361664,0.10471558570861816,1435
35,500,731,232,362816,0.10671544075012207,1463
36,500,736,237,363136,0.10769867897033691,1473
37,500,728,229,363456,0.10571765899658203,1457
38,500,687,188,357504,0.09973382949829102,1375
39,500,701,202,360640,0.10270261764526367,1403
40,500,714,215,359424,0.10372328758239746,1429
41,500,707,208,358976,0.10272526741027832,1415
42,500,662,163,352768,0.09574389457702637,1325
43,500,742,243,364416,0.1077117919921875,1485
44,500,721,222,359872,0.1047215461730957,1443
45,500,729,230,364224,0.10569453239440918,1459
46,500,694,195,357120,0.10073280334472656,1389
47,500,732,233,363008,0.10672450065612793,1465
48,500,716,217,360000,0.10372734069824219,1433
49,500,741,242,364224,0.16055750846862793,1483
50,500,721,222,361216,0.22440385818481445,1443
51,500,706,207,359872,0.2204134464263916,1413
52,500,716,217,362560,0.22240543365478516,1433
53,500,716,217,361920,0.22241973876953125,1433
54,500,732,233,362816,0.1794724464416504,1465
55,500,716,217,363392,0.10874795913696289,1433
56,500,739,240,364672,0.10866570472717285,1479
57,500,729,230,361344,0.10571742057800293,1459
58,500,732,233,364032,0.10671448707580566,1465
59,500,716,217,360384,0.10471987724304199,1433
60,500,718,219,360896,0.10471987724304199,1437
61,500,707,208,358336,0.10272526741027832,1415
62,500,727,228,362112,0.10571694374084473,1455
63,500,695,196,357120,0.10073018074035645,1391
64,500,728,229,360832,0.10671424865722656,1457
65,500,716,217,363200,0.10471940040588379,1433
66,500,705,206,360384,0.10272550582885742,1411
67,500,730,231,363392,0.10671305656433105,1461
68,500,742,243,364352,0.1077115535736084,1485
69,500,698,199,357632,0.10272526741027832,1397
70,500,700,201,356736,0.17852306365966797,1401
71,500,700,201,358080,0.21741819381713867,1401
72,500,742,243,362624,0.23038411140441895,1485
73,500,728,229,361664,0.2263946533203125,1457
74,500,716,217,359232,0.2234022617340088,1433
75,500,736,237,364416,0.14760398864746094,1473
76,500,707,208,357952,0.10272550582885742,1415
77,500,698,199,356288,0.10172820091247559,1397
78,500,718,219,360768,0.10571694374084473,1437
79,500,709,210,360000,0.10372090339660645,1419
80,500,755,256,366848,0.10970664024353027,1511
81,500,705,206,359232,0.10378527641296387,1411
82,500,685,186,356608,0.10070443153381348,1371
83,500,710,211,360320,0.10372424125671387,1421
84,500,741,242,363840,0.10771656036376953,1483
85,500,715,216,360640,0.10466146469116211,1431
86,500,728,229,361216,0.10572171211242676,1457
87,500,733,234,363776,0.10671091079711914,1467
88,500,743,244,363776,0.10770678520202637,1487
89,500,715,216,360960,0.1047203540802002,1431
90,500,742,243,364416,0.1077117919921875,1485
91,500,699,200,357760,0.18450641632080078,1399
92,500,739,240,363904,0.22938752174377441,1479
93,500,715,216,361152,0.22239112854003906,1431
94,500,722,223,362560,0.10572695732116699,1445
95,500,745,246,365632,0.1077117919921875,1491
96,500,724,225,363200,0.10472774505615234,1449
97,500,736,237,363392,0.10671544075012207,1473
98,500,678,179,354496,0.09975528717041016,1357
99,500,711,212,360576,0.10372257232666016,1423
100,500,729,230,364224,0.10571956634521484,1459
1,600,849,250,441600,0.15157413482666016,1699
2,600,879,280,445440,0.1545875072479248,1759
3,600,828,229,437504,0.14561104774475098,1657
4,600,869,270,441920,0.15259242057800293,1739
5,600,844,245,438656,0.1476151943206787,1689
6,600,875,276,445888,0.15359187126159668,1751
7,600,885,286,447296,0.3131439685821533,1771
8,600,852,253,442432,0.3181452751159668,1705
9,600,877,278,446400,0.3311140537261963,1755
10,600,868,269,445952,0.3281216621398926,1737
11,600,859,260,441536,0.15259194374084473,1719
12,600,905,306,450816,0.16057062149047852,1811
13,600,864,265,445120,0.1515941619873047,1729
14,600,843,244,440704,0.14959931373596191,1687
15,600,871,272,446144,0.15358877182006836,1743
16,600,867,268,445440,0.15259218215942383,1735
17,600,852,253,444992,0.15059685707092285,1705
18,600,910,311,450368,0.16057109832763672,1821
19,600,866,267,443840,0.15259194374084473,1733
20,600,881,282,444608,0.15558362007141113,1763
21,600,907,308,447744,0.16356444358825684,1815
22,600,861,262,442112,0.3261277675628662,1723
23,600,872,273,444288,0.328122615814209,1745
24,600,843,244,440960,0.3181486129760742,1687
25,600,879,280,446144,0.15358924865722656,1759
26,600,872,273,444288,0.15358901023864746,1745
27,600,864,265,443072,0.1515946388244629,1729
28,600,825,226,438400,0.14561033248901367,1651
29,600,820,221,437632,0.14561057090759277,1641
30,600,843,244,440320,0.14860296249389648,1687
31,600,859,260,442688,0.15059733390808105,1719
32,600,888,289,447808,0.15658092498779297,1777
33,600,853,254,442816,0.14959931373596191,1707
34,600,876,277,446336,0.1545865535736084,1753
35,600,908,309,450560,0.15957260131835938,1817
36,600,862,263,444992,0.3061833381652832,1725
37,600,905,306,448576,0.34108757972717285,1811
38,600,861,262,442112,0.3231356143951416,1723
39,600,890,291,447360,0.3291175365447998,1781
40,600,857,258,443072,0.15059757232666016,1715
41,600,852,253,441408,0.15059733390808105,1705
42,600,871,272,444672,0.15358901023864746,1743
43,600,865,266,443712,0.15259170532226562,1731
44,600,863,264,444096,0.15159392356872559,1727
45,600,898,299,449024,0.15857601165771484,1797
46,600,848,249,441792,0.14959979057312012,1697
47,600,891,292,446976,0.15658068656921387,1783
48,600,918,319,450816,0.1625652313232422,1837
49,600,876,277,444736,0.15558385848999023,1753
50,600,879,280,446848,0.18051934242248535,1759
51,600,886,287,445952,0.3341062068939209,1773
52,600,850,251,441600,0.3201439380645752,1701
53,600,873,274,446336,0.3281219005584717,1747
54,600,882,283,445824,0.15558385848999023,1765
55,600,874,275,445184,0.1545863151550293,1749
56,600,868,269,443968,0.15259194374084473,1737
57,600,867,268,443072,0.15259122848510742,1735
58,600,892,293,448576,0.1575782299041748,1785
59,600,861,262,442880,0.15159392356872559,1723
60,600,902,303,451072,0.15857553482055664,1805
61,600,900,301,449152,0.15857601165771484,1801
62,600,889,290,447616,0.157578706741333,1779
63,600,872,273,445120,0.1545863151550293,1745
64,600,858,259,443200,0.151594877243042,1717
65,600,863,264,442432,0.3251307010650635,1727
66,600,853,254,440832,0.3211405277252197,1707
67,600,933,334,450944,0.35205864906311035,1867
68,600,904,305,448512,0.23038196563720703,1809
69,600,847,248,442176,0.14860248565673828,1695
70,600,858,259,441920,0.15059709548950195,1717
71,600,837,238,441856,0.14760494232177734,1675
72,600,902,303,450240,0.15857625007629395,1805
73,600,892,293,448448,0.1575789451599121,1785
74,600,872,273,445568,0.15358901023864746,1745
75,600,838,239,441664,0.14760494232177734,1677
76,600,870,271,444800,0.15358901023864746,1741
77,600,810,211,434752,0.14261865615844727,1621
78,600,848,249,441664,0.14860224723815918,1697
79,600,858,259,443584,0.21342921257019043,1717
80,600,841,242,439488,0.31615471839904785,1683
81,600,841,242,441472,0.3171520233154297,1683
82,600,865,266,445184,0.3251309394836426,1731
83,600,901,302,446272,0.15857529640197754,1803
84,600,864,265,443776,0.15358901023864746,1729
85,600,863,264,446208,0.1515944004058838,1727
86,600,859,260,441984,0.15259194374084473,1719
87,600,837,238,442432,0.1466076374053955,1675
88,600,864,265,444416,0.151594877243042,1729
89,600,870,271,445440,0.15358924865722656,1741
90,600,894,295,448000,0.1575789451599121,1789
91,600,868,269,443264,0.15259146690368652,1737
92,600,830,231,439552,0.1466076374053955,1661
93,600,887,288,447360,0.1575784683227539,1775
94,600,876,277,446656,0.33011770248413086,1753
95,600,842,243,440064,0.3171513080596924,1685
96,600,865,266,445376,0.3261277675628662,1731
97,600,870,271,446208,0.288226842880249,1741
98,600,842,243,440384,0.14960026741027832,1685
99,600,856,257,443648,0.15059733390808105,1713
100,600,835,236,439232,0.14760494232177734,1671
1,700,995,296,524096,0.20943975448608398,1991
2,700,1038,339,533184,0.2154238224029541,2077
3,700,1001,302,527424,0.20644736289978027,2003
4,700,1035,336,530752,0.21442651748657227,2071
5,700,1003,304,527104,0.2074446678161621,2007
6,700,1014,315,531968,0.20943975448608398,2029
7,700,1029,330,531584,0.45378661155700684,2059
8,700,993,294,523968,0.4368319511413574,1987
9,700,971,272,523776,0.22340130805969238,1943
10,700,1058,359,534208,0.21748113632202148,2117
